"sid","Name","HasLaterality"
"649","Transeptal alveolotomy ",NULL
"650","Alveolar bone graft ",NULL
"651","Exploration of oral alveolus ",NULL
"652","Reduction of fracture of alveolus of mandible ",NULL
"653","Reduction of fracture of alveolus of maxilla ",NULL
"654","Measurement of AD7c neuronal thread protein concentration in urine ",NULL
"655","Measurement of AD7c neuronal thread protein concentration in cerebrospinal fluid ",NULL
"656","Amnioscopy ",NULL
"657","Amputation ",NULL
"658","Amygdalotomy ",NULL
"659","Amnioinfusion ",NULL
"660","Contrast amniography ",NULL
"661","Ampullosalpingoscopy ",NULL
"662","Amygdalohippocampotomy ",NULL
"663","Artificial rupture of membranes ",NULL
"664","Amantadine measurement ",NULL
"665","Amalgam restoration, one surface, primary ",NULL
"666","Amalgam restoration, one surface, permanent ",NULL
"667","Amalgam restoration, two surfaces, primary ",NULL
"668","Amalgam restoration, three surfaces, primary ",NULL
"669","Amalgam restoration, two surfaces, permanent ",NULL
"670","Amalgam restoration, three surfaces, permanent ",NULL
"671","Common pigweed RAST ",NULL
"672","Amalgam restoration, four or more surfaces, primary ",NULL
"673","Ambrisentan therapy ",NULL
"674","Major amblyoscope test ",NULL
"675","Ambulating patient ",NULL
"676","Ambigrade operative pancreatography ",NULL
"677","Ambulation training ",NULL
"678","Ambulatory surgery ",NULL
"679","Plasma aldosterone ambulant level ",NULL
"680","Plasma renin ambulant level ",NULL
"681","Ambulation therapy assessment ",NULL
"682","Ambulation therapy education ",NULL
"683","Amdinocillin measurement ",NULL
"684","Ameba culture ",NULL
"685","Ameba identification ",NULL
"686","Portal-systemic shunt ligation by ameroid ",NULL
"687","Medicine labeling amended ",NULL
"688","Amebic antibody level ",NULL
"689","American cockroach RAST ",NULL
"690","Elm RAST ",NULL
"691","Avocado RAST ",NULL
"692","White ash RAST ",NULL
"693","American beech RAST ",NULL
"694","Amphetamine measurement ",NULL
"695","Quantitative measurement of amfetamine in serum or plasma using GC-MS ",NULL
"696","Measurement of amfetamine in meconium specimen using gas chromatography mass spectrometry ",NULL
"697","Quantitative measurement of amfetamine and metamfetamine in urine using GC-MS ",NULL
"698","Aminosalicylate measurement ",NULL
"699","Aminopyrine measurement ",NULL
"700","7-Aminoflunitrazepam measurement ",NULL
"701","Para-aminobenzoate measurement ",NULL
"702","Amikacin measurement ",NULL
"703","Amiloride measurement ",NULL
"704","Amine test ",NULL
"705","Aminocaproate trough measurement ",NULL
"706","Aminoglycoside measurement ",NULL
"707","2-Aminoadipate measurement ",NULL
"708","Dacryocystotomy ",NULL
"709","Ammonia measurement ",NULL
"710","Ammonium ion measurement ",NULL
"711","Blood ammonia measurement ",NULL
"712","Plasma ammonia measurement ",NULL
"713","Ammonium phosphate level ",NULL
"714","Ammonia nitrogen measurement ",NULL
"715","Calculus ammonia content measurement ",NULL
"716","Ammonium excretion test ",NULL
"717","Magnesium ammonium phosphate level ",NULL
"718","Therapeutic drainage of amniotic fluid ",NULL
"719","Amniotomy at delivery ",NULL
"720","Amnioinfusion using ultrasound guidance ",NULL
"721","Grafting of amnionic membrane to skin ",NULL
"722","Anesthesia for amniocentesis ",NULL
"723","Amoxicillin measurement ",NULL
"724","Amobarbital measurement ",NULL
"725","Amoxicillin RAST ",NULL
"726","Amoxapine measurement ",NULL
"727","Determination of amount of hemolysis ",NULL
"728","Microcytotoxicity crossmatch, Amos wash type ",NULL
"729","Measurement of amobarbital in urine ",NULL
"730","Amphetaminil measurement ",NULL
"731","Amphepramone measurement ",NULL
"732","Ampullary-ampullary anastomosis ",NULL
"733","Measurement of amprenavir peak concentration ",NULL
"734","Amphotericin measurement ",NULL
"735","Ampicillin measurement ",NULL
"736","Check artificial pacemaker for amperage threshold ",NULL
"737","Ampicillin RAST ",NULL
"738","Radical vaginal hysterectomy ",NULL
"739","Amsler chart assessment ",NULL
"740","Assessment using ANELT (Amsterdam-Nijmegen Everyday Language Test) ",NULL
"741","Anxiety management training ",NULL
"742","Amylase measurement ",NULL
"743","Amylase measurement, urine ",NULL
"744","Amylase measurement, serum ",NULL
"745","Amyl ether measurement ",NULL
"746","Amylase clearance ",NULL
"747","Amyl nitrite measurement ",NULL
"748","Plasma amylase level ",NULL
"749","Anoscopy ",NULL
"750","Anchoring ",NULL
"751","Angioscopy ",NULL
"752","Angiography ",NULL
"753","Annuloplasty ",NULL
"754","Aneurysmotomy ",NULL
"755","Repair of anus ",NULL
"756","Aneurysmectomy ",NULL
"757","Angiocardiography ",NULL
"758","Incision of blood vessel ",NULL
"759","ANA measurement ",NULL
"760","Alpha-naphthyl acetate esterase stain method ",NULL
"761","Anatomo-physiological assistance ",NULL
"762","Anatrophic nephrolithotomy ",NULL
"763","Anatomic measurement ",NULL
"764","Referral to anesthetist ",NULL
"765","Referral by anesthetist ",NULL
"766","Admission by anesthetist ",NULL
"767","Discharge by anesthetist ",NULL
"768","Measurement of Anatid herpesvirus 1 antibody ",NULL
"769","Butyrate esterase stain method ",NULL
"770","Anchovy RAST ",NULL
"771","Anchoring of tendon of biceps ",NULL
"772","Insertion of bone pins for aural prosthesis ",NULL
"773","Insertion of bone anchors for subcutaneous bone anchored hearing aid ",NULL
"774","Satellite testing ",NULL
"775","Anchoring of endotracheal tube ",NULL
"776","Insertion of orthodontic anchoring screw ",NULL
"777","Ancillary service audit ",NULL
"778","Measurement of Ancylostoma species antibody ",NULL
"779","Androstenediol measurement ",NULL
"780","Androsterone measurement ",NULL
"781","Androstenedione measurement ",NULL
"782","Lengthening of bone of tibia ",NULL
"783","Serum androsterone measurement ",NULL
"784","Plasma androsterone measurement ",NULL
"785","Androgen level ",NULL
"786","3-beta-Androstanediol measurement ",NULL
"787","Urine androstenedione level ",NULL
"788","Serum androstenedione measurement ",NULL
"789","Repair of aneurysm by suture ",NULL
"790","Repair of aneurysm by endoaneurysmoplasty ",NULL
"791","Dilation of nasolacrimal duct ",NULL
"792","Referral to anesthesiologist assistant ",NULL
"793","Atrial natriuretic factor (ANF) measurement ",NULL
"794","Excision of blood vessel ",NULL
"795","Angioplasty of blood vessel ",NULL
"796","Repair of blood vessel with suture ",NULL
"797","Destructive procedure of blood vessel ",NULL
"798","Angiotensinogen measurement ",NULL
"799","Repair of artery with suture ",NULL
"800","Phthalic anhydride RAST ",NULL
"801","Maleic anhydrid RAST ",NULL
"802","Hexahydrophtalic anhydrid RAST ",NULL
"803","Methyltetrahydrophtalic anhydrid RAST ",NULL
"804","TMA RAST ",NULL
"805","Volatile substance measurement, includes acetic anhydride, carbon tetrachloride, dichloroethane, dichloromethane, diethylether, isopropyl alcohol, methanol ",NULL
"806","Anileridine measurement ",NULL
"807","Anise RAST ",NULL
"808","Aniline measurement ",NULL
"809","Anisakis RAST ",NULL
"810","Anion gap measurement ",NULL
"811","Abdominal repair of levator ani muscles ",NULL
"812","Water soluble aniline blue stain method ",NULL
"813","Serum anion gap measurement ",NULL
"814","Plasma anion gap measurement ",NULL
"815","Spirit soluble aniline blue stain method ",NULL
"816","Open reduction of dislocation of ankle ",NULL
"817","Procedure on ankle ",NULL
"818","Ankle excision ",NULL
"819","Repair of ankle ",NULL
"820","Amputation of ankle ",NULL
"821","Ultrasonography of bilateral ankles ",NULL
"822","MRI of bilateral ankles ",NULL
"823","CT of both ankles ",NULL
"824","Injection of joint of ankle ",NULL
"825","X-ray of both ankles ",NULL
"826","Excision of anlage of tibia ",NULL
"827","Excision of anlage of radius ",NULL
"828","Excision of anlage of ulna ",NULL
"829","Excision of anlage of fibula ",NULL
"830","Assessment using American Neurogastroenterology and Motility Society Gastroparesis Cardinal Symptom Index-Daily Diary ",NULL
"831","Ring annuloplasty ",NULL
"832","Annual visit ",NULL
"833","Enlargement annuloplasty ",NULL
"834","Plication annuloplasty ",NULL
"835","Annuloplasty of aortic valve ",NULL
"836","Annuloplasty of atrioventricular valve ",NULL
"837","Annuloplasty of mitral valve ",NULL
"838","Annuloplasty of tricuspid valve ",NULL
"839","Routine procedure ",NULL
"840","Anoscopy with anorectal dilation ",NULL
"841","Posterior sagittal anorectoplasty ",NULL
"842","Local anesthetic coccygeal nerve block ",NULL
"843","Anoscopy with biopsy ",NULL
"844","V-Y anoplasty ",NULL
"845","Repair of congenital anovaginal fistula ",NULL
"846","Anal fistulectomy ",NULL
"847","Hemorrhoidectomy with anoplasty ",NULL
"848","Anserine measurement ",NULL
"849","Answering patient preoperative questions ",NULL
"850","Ultrasonography guided injection of anserine bursa ",NULL
"851","Transfer of tendon pes anserinus for repair of knee ",NULL
"852","Antipyrine measurement ",NULL
"853","Measurement of cytokine antibody ",NULL
"854","Antianginal therapy ",NULL
"855","Antihemophilic factor transfusion ",NULL
"856","Prophylactic immunotherapy ",NULL
"857","Antimitochondrial antibody titer ",NULL
"858","ASO test ",NULL
"859","Administration of antivenin ",NULL
"860","Antineutrophil antibody level ",NULL
"861","Bacterial antibiogram analysis ",NULL
"862","Induction of minimal sedation ",NULL
"863","Assessment of anxiety ",NULL
"864","Management of anxiety ",NULL
"865","Anxiety counseling ",NULL
"866","Anxiolytic drug therapy ",NULL
"867","Education about anxiety ",NULL
"868","Anxiety disorder medication review ",NULL
"869","Assessment using hospital anxiety and depression scale ",NULL
"870","Anesthesia for any procedure on thyroid ",NULL
"871","Anesthesia for any procedure on trachea ",NULL
"872","Anesthesia for any procedure on larynx ",NULL
"873","Surgical treatment of miscarriage of any trimester ",NULL
"874","Anesthesia for any cast procedure involving knee joint ",NULL
"875","Orchiopexy, any type, second stage ",NULL
"876","Orchiopexy, any type, with hernia repair ",NULL
"877","Replacement of cardiac pacemaker device with dual-chamber device ",NULL
"878","Spinal cord destructive procedure ",NULL
"879","Removal of cardiac pacemaker with replacement by single-chamber device, rate-responsive ",NULL
"880","Aortography ",NULL
"881","Aortoplasty ",NULL
"882","Excision of aorta ",NULL
"883","Incision of aorta ",NULL
"884","Aortoventriculoplasty ",NULL
"885","Tracheopexy ",NULL
"886","Aortopopliteal vascular bypass ",NULL
"887","Creation of aortoceliac shunt ",NULL
"888","Abdominal aortogram ",NULL
"889","Thoracic aortogram ",NULL
"890","Therapeutic pneumothorax ",NULL
"891","Apheresis ",NULL
"892","Application ",NULL
"893","Appendectomy ",NULL
"894","Aponeurectomy ",NULL
"895","Apexcardiography ",NULL
"896","Appendicocecostomy ",NULL
"897","Incision of appendix ",NULL
"898","Appendicovesicostomy ",NULL
"899","Prism and cover test ",NULL
"900","Total hemolytic complement titration (alternative) ",NULL
"901","Activated protein C resistance assay ",NULL
"902","Therapeutic apical closure ",NULL
"903","Giving aperient ",NULL
"904","Apexcardiogram with ECG lead ",NULL
"905","Palpation of cardiac apex ",NULL
"906","Apexification/recalcification, initial visit ",NULL
"907","Measuring stoma aperture ",NULL
"908","Periapical surgery of tooth ",NULL
"909","Apexification/recalcification, final visit ",NULL
"910","Correction of stenosis of nasal pyriform aperture ",NULL
"911","Plateletpheresis ",NULL
"912","Low density lipoprotein apheresis ",NULL
"913","Penetrating keratoplasty in aphakia ",NULL
"914","Assessment and interpretation of higher cerebral function, aphasia testing ",NULL
"915","Fluoroscopy guided insertion of apheresis catheter with contrast ",NULL
"916","Platelet apheresis using random donors ",NULL
"917","Assessment using Aphasia Screening Test ",NULL
"918","Platelet apheresis using HLA matched donors ",NULL
"919","Assessment using WAB (Western Aphasia Battery) ",NULL
"920","Excision of root of single-rooted tooth ",NULL
"921","Petrous apicotomy ",NULL
"922","Apicectomy lung ",NULL
"923","Apicoaortic shunt procedure ",NULL
"924","Creation of conduit between left ventricle and aorta ",NULL
"925","Revision of mastoidectomy with apicectomy ",NULL
"926","Apically repositioned periodontal flap ",NULL
"927","Apicoectomy/periradicular surgery, anterior ",NULL
"928","Celery RAST ",NULL
"929","Apicoectomy/periradicular surgery, molar ",NULL
"930","Automated percutaneous lumbar discectomy ",NULL
"931","Apley test ",NULL
"932","Assessment using Raven's APM (Advanced Progressive Matrices) ",NULL
"933","Apneic oxygenation ",NULL
"934","Assessment of risk for apnea ",NULL
"935","Sleep apnea assessment ",NULL
"936","Apnea monitor removal ",NULL
"937","Sleep apnea recording ",NULL
"938","Insertion of appliance for sleep apnea ",NULL
"939","Referral to sleep apnea clinic ",NULL
"940","Home apnea monitor education ",NULL
"941","Neurostimulation therapy for sleep apnea ",NULL
"942","Take impression for sleep apnea appliance ",NULL
"943","Suture of aponeurosis ",NULL
"944","Incision of aponeurosis ",NULL
"945","Aponeurotomy of hand ",NULL
"946","Aponeurectomy of hand ",NULL
"947","Aponeurorrhaphy of hand ",NULL
"948","Procedure on aponeurosis ",NULL
"949","Apolipoproteins A measurement ",NULL
"950","Apolipoproteins B measurement ",NULL
"951","Apolipoproteins C measurement ",NULL
"952","Fistulization of appendix ",NULL
"953","Lysis of adhesions of appendix ",NULL
"954","Incidental appendectomy ",NULL
"955","Laparoscopic appendectomy ",NULL
"956","Closure of appendiceal fistula ",NULL
"957","Abdominoperineal resection ",NULL
"958","Aprobarbital measurement ",NULL
"959","Apremilast therapy ",NULL
"960","Apricot RAST ",NULL
"961","Interdental stripping ",NULL
"962","Laparoscopic-assisted abdominoperineal resection ",NULL
"963","Assessment using Cambridge Apraxia Battery ",NULL
"964","Partial thromboplastin time, activated ",NULL
"965","APTT - reference ",NULL
"966","Apt test of gastrointestinal function ",NULL
"967","Apt test (hemoglobin), stool ",NULL
"968","Partial thromboplastin time substituted test ",NULL
"969","APTT inhibitor screening test ",NULL
"970","APTT 50:50 mix ",NULL
"971","Assessment using APT (Attention Process Training) Test ",NULL
"972","APTT 80:20 mix ",NULL
"973","Activated partial thromboplastin time ratio using actin FS reagent ",NULL
"974","Construction of aortopulmonary window ",NULL
"975","Closure of aorticopulmonary fistula or fenestration ",NULL
